"","Site_Name","Cluster_ID","Cluster_Location","Cluster_Location_Time","Cluster_State","Lat","Long","Elevation_mabsl","Site_Comments","Sample_ID","Start_Time_Zone","Collection_Time_Zone","Collection_Date","Year","Season","Month","Sample_Comments","d2H","d18O","d2H_Analytical_SD","d18O_Analytical_SD","WI_Analysis_Source","Project_ID","Modality"
"109","Taylorsville","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.65876,-111.98607,1376,"","133",NA,NA,"23-04-13",2013,"spring","april","",-123.03,-16.06,NA,NA,"Tipple","Tipple","multi"
"110","Taylorsville","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.65876,-111.98607,1376,"","134",NA,NA,"23-04-13",2013,"spring","april","",-123.15,-16.06,NA,NA,"Tipple","Tipple","multi"
"111","Murray","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.66009,-111.88734,1314,"","130",NA,NA,"23-04-13",2013,"spring","april","",-123.13,-16.51,NA,NA,"Tipple","Tipple","multi"
"112","West Valley City","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.66685,-111.94048,1312,"","142",NA,NA,"23-04-13",2013,"spring","april","",-124.76,-16.79,NA,NA,"Tipple","Tipple","multi"
"113","Taylorsville","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.66787,-111.93943,1313,"","132",NA,NA,"23-04-13",2013,"spring","april","",-124.93,-17.01,NA,NA,"Tipple","Tipple","multi"
"114","Magna","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.69568,-112.09278,1348,"","137",NA,NA,"23-04-13",2013,"spring","april","",-116.78,-15.24,NA,NA,"Tipple","Tipple","multi"
"115","West Valley City","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.69608,-111.98611,1304,"","135",NA,NA,"23-04-13",2013,"spring","april","",-122.85,-16.25,NA,NA,"Tipple","Tipple","multi"
"116","West Valley City","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.69634,-112.04391,1319,"","136",NA,NA,"23-04-13",2013,"spring","april","",-121.63,-16.17,NA,NA,"Tipple","Tipple","multi"
"117","Salt Lake City","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.70071,-111.80205,1466,"","117",NA,NA,"23-04-13",2013,"spring","april","",-121.13,-15.98,NA,NA,"Tipple","Tipple","multi"
"118","Salt Lake City","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.7249,-111.85432,1347,"","148",NA,NA,"23-04-13",2013,"spring","april","",-122.15,-16.33,NA,NA,"Tipple","Tipple","multi"
"119","Salt Lake City","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.73373,-111.9382,1293,"","138",NA,NA,"23-04-13",2013,"spring","april","",-122.01,-16.47,NA,NA,"Tipple","Tipple","multi"
"120","Salt Lake City","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.73982,-111.8259,1440,"","149",NA,NA,"23-04-13",2013,"spring","april","",-120.88,-16.34,NA,NA,"Tipple","Tipple","multi"
"121","Salt Lake City","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.75232,-111.85438,1377,"","116",NA,NA,"23-04-13",2013,"spring","april","",-121.62,-16.44,NA,NA,"Tipple","Tipple","multi"
"122","Salt Lake City","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.75994,-111.93819,1291,"","139",NA,NA,"23-04-13",2013,"spring","april","",-122.75,-16.51,NA,NA,"Tipple","Tipple","multi"
"123","Salt Lake City","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.76099,-111.93216,1289,"","140",NA,NA,"23-04-13",2013,"spring","april","",-123.08,-16.55,NA,NA,"Tipple","Tipple","multi"
"124","Salt Lake City","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.79053,-111.93658,1287,"","141",NA,NA,"23-04-13",2013,"spring","april","",-122.18,-16.58,NA,NA,"Tipple","Tipple","multi"
"125","McDonalds","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.73638,-111.88778,NA,"","SLV-13-028",NA,-6,"24-04-13 3:27",2013,"spring","april","",-122.4335355,-16.27825593,0.087315681,0.029467201,"SPATIAL","p58","multi"
"126","KFC","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.68752,-111.88874,NA,"","SLV-13-029",NA,-6,"24-04-13 4:10",2013,"spring","april","",-122.2313142,-16.32582907,0.05509281,0.008850414,"SPATIAL","p58","multi"
"127","Murray City Park","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.65996,-111.87905,NA,"","SLV-13-030",NA,-6,"24-04-13 4:20",2013,"spring","april","",-110.5211912,-14.29701613,0.041171188,0.022489146,"SPATIAL","p58","multi"
"128","Shell","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.76524,-111.85461,NA,"","SLV-13-061",NA,-6,"24-04-13 9:30",2013,"spring","april","",-122.2334517,-16.38602782,0.034118705,0.033139772,"SPATIAL","p58","multi"
"129","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.72049,-111.93855,NA,"","SLV-13-031",NA,-6,"24-04-13 9:40",2013,"spring","april","",-122.4032674,-16.19632293,0.086285207,0.009403199,"SPATIAL","p58","multi"
"130","Sinclair","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.74135,-111.82632,NA,"","SLV-13-062",NA,-6,"24-04-13 9:40",2013,"spring","april","",-122.2501996,-16.38106838,0.084808596,0.050735812,"SPATIAL","p58","multi"
"131","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.618893,-111.789845,NA,"","SLV-13-091",NA,-6,"24-04-13 9:44",2013,"spring","april","",-121.3785131,-16.08758775,0.074154305,0.023654534,"SPATIAL","p58","multi"
"132","Chevron","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.71997,-111.81145,NA,"","SLV-13-063",NA,-6,"24-04-13 9:45",2013,"spring","april","",-122.3162019,-16.40392955,0.122940548,0.044404774,"SPATIAL","p58","multi"
"133","Maverick","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.71163,-111.96703,NA,"","SLV-13-032",NA,-6,"24-04-13 9:47",2013,"spring","april","",-123.6932302,-16.35579525,0.060996817,0.015508675,"SPATIAL","p58","multi"
"134","Shell","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.72514,-111.83019,NA,"","SLV-13-064",NA,-6,"24-04-13 9:50",2013,"spring","april","",-121.0065007,-16.15318017,0.121766035,0.013635223,"SPATIAL","p58","multi"
"135","Phillips 66","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.62448,-111.82679,NA,"","SLV-13-092",NA,-6,"24-04-13 9:52",2013,"spring","april","",-121.362159,-16.06255371,0.030795416,0.019461477,"SPATIAL","p58","multi"
"136","Maverick","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.54414,-111.87157,NA,"","SLV-13-001",NA,-6,"24-04-13 9:55",2013,"spring","april","",-118.8433398,-16.11724327,0.146622355,0.013629883,"SPATIAL","p58","multi"
"137","Maverick","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.7117,-112.02583,NA,"","SLV-13-033",NA,-6,"24-04-13 9:55",2013,"spring","april","",-97.78292704,-11.47787463,0.266531766,0.031932033,"SPATIAL","p58","multi"
"138","McDonalds","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.72585,-111.86451,NA,"","SLV-13-065",NA,-6,"24-04-13 10:00",2013,"spring","april","",-121.8819701,-16.28696905,0.19048413,0.011139074,"SPATIAL","p58","multi"
"139","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.71625,-112.06263,NA,"","SLV-13-034",NA,-6,"24-04-13 10:00",2013,"spring","april","",-97.15984447,-11.48680687,0.058333901,0.016307562,"SPATIAL","p58","multi"
"140","Shell","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.6258,-111.85358,NA,"","SLV-13-093",NA,-6,"24-04-13 10:01",2013,"spring","april","",-123.5928087,-16.67309857,0.057790922,0.016884506,"SPATIAL","p58","multi"
"141","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.74146,-111.87626,NA,"","SLV-13-066",NA,-6,"24-04-13 10:05",2013,"spring","april","",-121.5241835,-16.35058757,0.082986582,0.017234983,"SPATIAL","p58","multi"
"142","Holiday","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.71107,-112.09255,NA,"","SLV-13-035",NA,-6,"24-04-13 10:07",2013,"spring","april","",-97.27040683,-11.4997973,0.113917595,0.021702484,"SPATIAL","p58","multi"
"143","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.5265,-111.87182,NA,"","SLV-13-003",NA,-6,"24-04-13 10:07",2013,"spring","april","",-118.7060913,-16.11887369,0.063379849,0.005946772,"SPATIAL","p58","multi"
"144","Shell","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.61067,-111.8177,NA,"","SLV-13-094",NA,-6,"24-04-13 10:10",2013,"spring","april","",-121.3851879,-16.06722283,0.123273808,0.007341063,"SPATIAL","p58","multi"
"145","Arby's","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.52876,-111.85544,NA,"","SLV-13-004",NA,-6,"24-04-13 10:13",2013,"spring","april","",-118.4384378,-16.10193285,0.044651943,0.003919258,"SPATIAL","p58","multi"
"146","Magna Public Library","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.71161,-112.1047,NA,"","SLV-13-036",NA,-6,"24-04-13 10:14",2013,"spring","april","",-97.3143479,-11.49999722,0.028864287,0.025832281,"SPATIAL","p58","multi"
"147","Subway","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.60886,-111.79799,NA,"","SLV-13-095",NA,-6,"24-04-13 10:15",2013,"spring","april","",-121.5608357,-16.17070779,0.011690342,0.020185041,"SPATIAL","p58","multi"
"148","Draper City Park","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.52407,-111.85374,NA,"","SLV-13-005",NA,-6,"24-04-13 10:20",2013,"spring","april","",-118.698862,-16.19797073,0.095116941,0.015977578,"SPATIAL","p58","multi"
"149","McDonalds","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.6956,-112.09211,NA,"","SLV-13-037",NA,-6,"24-04-13 10:20",2013,"spring","april","",-115.0736216,-14.84261221,0.126697863,0.009774802,"SPATIAL","p58","multi"
"150","Trolley Square Mall","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.75737,-111.8715,NA,"","SLV-13-068",NA,-6,"24-04-13 10:20",2013,"spring","april","",-121.2456168,-16.13384615,0.02807173,0.019273429,"SPATIAL","p58","multi"
"151","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.69617,-112.06352,NA,"","SLV-13-038",NA,-6,"24-04-13 10:24",2013,"spring","april","",-97.22214382,-11.49798265,0.147342732,0.04445729,"SPATIAL","p58","multi"
"152","Chevron","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.76455,-111.87177,NA,"","SLV-13-069",NA,-6,"24-04-13 10:25",2013,"spring","april","",-122.0436338,-16.36528111,0.051443751,0.009127738,"SPATIAL","p58","multi"
"153","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.68161,-112.04436,NA,"","SLV-13-039",NA,-6,"24-04-13 10:30",2013,"spring","april","",-131.8918484,-17.48884957,0.115255508,0.027507343,"SPATIAL","p58","multi"
"154","Smiths","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.76989,-111.86607,NA,"","SLV-13-070",NA,-6,"24-04-13 10:30",2013,"spring","april","",-122.0381251,-16.36302587,0.086296234,0.023362433,"SPATIAL","p58","multi"
"155","Prostop","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.49896,-111.88444,NA,"","SLV-13-006",NA,-6,"24-04-13 10:31",2013,"spring","april","",-118.7232242,-16.13410721,0.069677498,0.017888379,"SPATIAL","p58","multi"
"156","Coffee Shop","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.7739,-111.87789,NA,"","SLV-13-071",NA,-6,"24-04-13 10:35",2013,"spring","april","",-122.1441973,-16.36555128,0.095054556,0.017825425,"SPATIAL","p58","multi"
"157","Storm Mtn Park","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.54389,-111.8633,NA,"","SLV-13-096",NA,-6,"24-04-13 10:35",2013,"spring","april","",-121.3744023,-16.10273161,0.103459995,0.005467883,"SPATIAL","p58","multi"
"158","Holiday","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.65275,-112.02541,NA,"","SLV-13-040",NA,-6,"24-04-13 10:36",2013,"spring","april","",-121.5917215,-16.03614139,0.077614758,0.020145396,"SPATIAL","p58","multi"
"159","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.48592,-111.88457,NA,"","SLV-13-007",NA,-6,"24-04-13 10:37",2013,"spring","april","",-121.7567695,-16.18821007,0.056198359,0.009260137,"SPATIAL","p58","multi"
"160","Maverick","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.65366,-112.02544,NA,"","SLV-13-041",NA,-6,"24-04-13 10:39",2013,"spring","april","",-122.2801549,-16.14189825,0.282898284,0.021019515,"SPATIAL","p58","multi"
"161","Shell","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.55836,-111.87167,NA,"","SLV-13-097",NA,-6,"24-04-13 10:40",2013,"spring","april","",-121.8079325,-16.20514084,0.084195542,0.024308344,"SPATIAL","p58","multi"
"162","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.65251,-112.00244,NA,"","SLV-13-042",NA,-6,"24-04-13 10:43",2013,"spring","april","",-121.4905314,-16.08272663,0.19443603,0.025533287,"SPATIAL","p58","multi"
"163","Spring View Farms Trail","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.48642,-111.92639,NA,"","SLV-13-008",NA,-6,"24-04-13 10:46",2013,"spring","april","",-120.9881759,-16.19593087,0.034898471,0.006592577,"SPATIAL","p58","multi"
"164","Arby's","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.56525,-111.85259,NA,"","SLV-13-098",NA,-6,"24-04-13 10:49",2013,"spring","april","",-121.5223647,-16.30270576,0.06942659,0.02161274,"SPATIAL","p58","multi"
"165","Shell","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.68253,-111.98697,NA,"","SLV-13-043",NA,-6,"24-04-13 10:52",2013,"spring","april","",-121.1216256,-15.9135405,0.034346015,0.019548026,"SPATIAL","p58","multi"
"166","Shilo Inn","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.76474,-111.89454,NA,"","SLV-13-072",NA,-6,"24-04-13 10:55",2013,"spring","april","",-122.4182603,-16.55274439,0.053338839,0.019512564,"SPATIAL","p58","multi"
"167","KFC","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.69633,-111.98285,NA,"","SLV-13-044",NA,-6,"24-04-13 10:56",2013,"spring","april","",-121.5763074,-16.07118937,0.108168767,0.008648153,"SPATIAL","p58","multi"
"168","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.50505,-111.89738,NA,"","SLV-13-009",NA,-6,"24-04-13 11:00",2013,"spring","april","",-121.6257718,-16.24970611,0.240484805,0.026929353,"SPATIAL","p58","multi"
"169","Wendy's","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.69631,-111.96834,NA,"","SLV-13-045",NA,-6,"24-04-13 11:00",2013,"spring","april","",-121.655857,-16.01602726,0.043828558,0.032866039,"SPATIAL","p58","multi"
"170","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.58088,-111.82861,NA,"","SLV-13-099",NA,-6,"24-04-13 11:03",2013,"spring","april","",-121.6844619,-16.09271069,0.0601278,0.029331791,"SPATIAL","p58","multi"
"171","Koiser's BBQ","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.74821,-111.90008,NA,"","SLV-13-073",NA,-6,"24-04-13 11:05",2013,"spring","april","",-122.2499134,-16.38410248,0.022862117,0.016696493,"SPATIAL","p58","multi"
"172","Chevron","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.58095,-111.85268,NA,"","SLV-13-100",NA,-6,"24-04-13 11:07",2013,"spring","april","",-121.6636836,-16.07159818,0.079467377,0.02954289,"SPATIAL","p58","multi"
"173","Holiday","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.50714,-111.98578,NA,"","SLV-13-010",NA,-6,"24-04-13 11:09",2013,"spring","april","",-111.8863378,-14.36196035,0.112476169,0.021802174,"SPATIAL","p58","multi"
"174","Holiday","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.65249,-111.9677,NA,"","SLV-13-046",NA,-6,"24-04-13 11:09",2013,"spring","april","",-123.9440434,-16.52056807,0.062173921,0.039380007,"SPATIAL","p58","multi"
"175","Holiday","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.63899,-111.96679,NA,"","SLV-13-047",NA,-6,"24-04-13 11:13",2013,"spring","april","",-124.0072444,-16.59878673,0.054434701,0.023140625,"SPATIAL","p58","multi"
"176","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.69951,-111.89931,NA,"","SLV-13-074",NA,-6,"24-04-13 11:15",2013,"spring","april","",-121.9072575,-16.33570833,0.163606539,0.02461543,"SPATIAL","p58","multi"
"177","Burger King","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.58852,-111.89242,NA,"","SLV-13-101",NA,-6,"24-04-13 11:16",2013,"spring","april","",-121.7891139,-16.14600846,0.140750519,0.041010001,"SPATIAL","p58","multi"
"178","McDonalds","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.50857,-112.01044,NA,"","SLV-13-011",NA,-6,"24-04-13 11:16",2013,"spring","april","",-120.971298,-15.7635874,0.036732409,0.019357838,"SPATIAL","p58","multi"
"179","Wendy's","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.50829,-112.02381,NA,"","SLV-13-012",NA,-6,"24-04-13 11:20",2013,"spring","april","",-121.1370372,-15.75187328,0.019981624,0.008948074,"SPATIAL","p58","multi"
"180","Sinclair","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.60481,-111.89039,NA,"","SLV-13-102",NA,-6,"24-04-13 11:22",2013,"spring","april","",-120.1106163,-16.02423495,0.102936578,0.007432307,"SPATIAL","p58","multi"
"181","Chevron","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.51398,-112.025,NA,"","SLV-13-013",NA,-6,"24-04-13 11:24",2013,"spring","april","",-120.9766619,-15.72607372,0.048392818,0.007297632,"SPATIAL","p58","multi"
"182","Love's","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.76994,-111.94006,NA,"","SLV-13-075",NA,-6,"24-04-13 11:25",2013,"spring","april","",-122.0442751,-16.34530773,0.030252509,0.033021206,"SPATIAL","p58","multi"
"183","Holiday","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.61474,-111.89034,NA,"","SLV-13-103",NA,-6,"24-04-13 11:26",2013,"spring","april","",-119.4447924,-15.98633195,0.187570251,0.054383023,"SPATIAL","p58","multi"
"184","Conoco Phillips","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.6751,-111.90593,NA,"","SLV-13-049",NA,-6,"24-04-13 11:28",2013,"spring","april","",-121.3616257,-16.2903291,0.221112457,0.024738688,"SPATIAL","p58","multi"
"185","Maverick","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.52277,-112.00062,NA,"","SLV-13-014",NA,-6,"24-04-13 11:28",2013,"spring","april","",-121.0123691,-15.73220151,0.022558148,0.005312968,"SPATIAL","p58","multi"
"186","Hilton","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.77306,-112.00953,NA,"","SLV-13-076",NA,-6,"24-04-13 11:30",2013,"spring","april","",-121.1597077,-16.14755703,0.038355006,0.027104108,"SPATIAL","p58","multi"
"187","Wienerschnitzel","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.62288,-111.86556,NA,"","SLV-13-104",NA,-6,"24-04-13 11:33",2013,"spring","april","",-121.4035866,-16.08375822,0.055113916,0.028420413,"SPATIAL","p58","multi"
"188","Conoco Phillips","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.65429,-111.9099,NA,"","SLV-13-050",NA,-6,"24-04-13 11:34",2013,"spring","april","",-120.7455986,-16.23984199,0.131217224,0.02521888,"SPATIAL","p58","multi"
"189","In and Out Burger","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.52285,-111.98505,NA,"","SLV-13-015",NA,-6,"24-04-13 11:37",2013,"spring","april","",-110.9061011,-14.14349722,0.060779156,0.025749938,"SPATIAL","p58","multi"
"190","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.64318,-111.88942,NA,"","SLV-13-051",NA,-6,"24-04-13 11:40",2013,"spring","april","",-121.0325599,-16.27049751,0.116940487,0.034324034,"SPATIAL","p58","multi"
"191","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.62662,-111.89046,NA,"","SLV-13-105",NA,-6,"24-04-13 11:41",2013,"spring","april","",-121.4843881,-16.12787064,0.116380976,0.020936992,"SPATIAL","p58","multi"
