"","site_name","cluster_ID","cluster_location","cluster_location_time","lat","lon","site_comments","sample_ID","start_time","collection_time_zone","collection_date","year","season","month","sample_comments","d2H","d18O","d2H_analytical_sd","d18O_analytical_sd","source","project_ID","d_ex","county","state","elevation","cluster_number","modality"
"2255","Trolley Square Mall","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.75737,-111.8715,NA,"SLV-15-001",NA,-6,"30-04-15 8:20",2015,"spring","april",NA,-117.4,-15.79,0.12,0.02,"SPATIAL","p58",8.92,"Salt Lake","Utah",1317,NA,"Uni"
"2256","Chevron","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.76455,-111.87177,NA,"SLV-15-002",NA,-6,"30-04-15 8:35",2015,"spring","april",NA,-117.49,-15.85,0.09,0.02,"SPATIAL","p58",9.31,"Salt Lake","Utah",1375,NA,"Uni"
"2257","Coffee Shop","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.7739,-111.87789,NA,"SLV-15-003",NA,-6,"30-04-15 8:45",2015,"spring","april",NA,-116.5786689,-15.29675679,0.073419783,0.026134539,"SPATIAL","p58",5.79538542,"Salt Lake","Utah",1375,NA,"Uni"
"2258","Smiths","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.76989,-111.86607,NA,"SLV-15-004",NA,-6,"30-04-15 8:50",2015,"spring","april",NA,-116.81,-15.39,0.39,0.13,"SPATIAL","p58",6.31,"Salt Lake","Utah",1375,NA,"Uni"
"2259","Shell","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.76524,-111.85461,NA,"SLV-15-005",NA,-6,"30-04-15 8:55",2015,"spring","april",NA,-117.14,-15.59,0.2,0.1,"SPATIAL","p58",7.58,"Salt Lake","Utah",1476,NA,"Uni"
"2260","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.75,-111.85,NA,"SLV-15-006",NA,-6,"30-04-15 9:00",2015,"spring","april",NA,-117.28,-15.6,0.09,0.01,"SPATIAL","p58",7.52,"Salt Lake","Utah",1382,NA,"Uni"
"2261","Emigration Market","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.74,-111.84,NA,"SLV-15-007",NA,-6,"30-04-15 9:05",2015,"spring","april",NA,-117.41,-15.68,0.03,0.03,"SPATIAL","p58",8.03,"Salt Lake","Utah",1382,NA,"Uni"
"2262","Sinclair","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.74135,-111.82632,NA,"SLV-15-008",NA,-6,"30-04-15 9:15",2015,"spring","april",NA,-117.14,-15.48,0.07,0.02,"SPATIAL","p58",6.7,"Salt Lake","Utah",1491,NA,"Uni"
"2263","Chevron","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.71997,-111.81145,NA,"SLV-15-009",NA,-6,"30-04-15 9:22",2015,"spring","april",NA,-116.43,-15.34,0.09,0.03,"SPATIAL","p58",6.29,"Salt Lake","Utah",1606,NA,"Uni"
"2264","Philips 66","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.73,-111.83,NA,"SLV-15-010",NA,-6,"30-04-15 9:27",2015,"spring","april",NA,-117.1800152,-15.57328002,0.172270007,0.037602935,"SPATIAL","p58",7.40622496,"Salt Lake","Utah",1429,NA,"Uni"
"2265","Shell","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.72514,-111.83019,NA,"SLV-15-011",NA,-6,"30-04-15 9:31",2015,"spring","april",NA,-117.31,-15.73,0.05,0.01,"SPATIAL","p58",8.53,"Salt Lake","Utah",1429,NA,"Uni"
"2266","Sugar House Park","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.72245,-111.8507,NA,"SLV-15-012",NA,-6,"30-04-15 9:38",2015,"spring","april",NA,-117.42,-15.57,0.13,0.02,"SPATIAL","p58",7.14,"Salt Lake","Utah",1357,NA,"Uni"
"2267","Tesoro","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.73365,-111.85345,NA,"SLV-15-013",NA,-6,"30-04-15 9:43",2015,"spring","april",NA,-117.13,-15.54,0.05,0.02,"SPATIAL","p58",7.19,"Salt Lake","Utah",1357,NA,"Uni"
"2268","Carl's Jr.","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.72557,-111.85551,NA,"SLV-15-014",NA,-6,"30-04-15 9:53",2015,"spring","april",NA,-117.1,-15.66,0.44,0.15,"SPATIAL","p58",8.18,"Salt Lake","Utah",1357,NA,"Uni"
"2269","McDonalds","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.72585,-111.86451,NA,"SLV-15-015",NA,-6,"30-04-15 9:56",2015,"spring","april",NA,-117.24,-15.76,0.11,0.03,"SPATIAL","p58",8.84,"Salt Lake","Utah",1316,NA,"Uni"
"2270","Chevron","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.72582,-111.89919,NA,"SLV-15-016",NA,-6,"30-04-15 10:04",2015,"spring","april",NA,-117.06,-15.6,0.36,0.12,"SPATIAL","p58",7.74,"Salt Lake","Utah",1296,NA,"Uni"
"2271","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.74146,-111.87626,NA,"SLV-15-017",NA,-6,"30-04-15 10:12",2015,"spring","april",NA,-117.64,-15.79,0.06,0.01,"SPATIAL","p58",8.68,"Salt Lake","Utah",1317,NA,"Uni"
"2272","Shell","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.6258,-111.85358,NA,"SLV-15-117",NA,-6,"30-04-15 10:23",2015,"spring","april",NA,-124.291332,-16.74576039,0.099273327,0.032119678,"SPATIAL","p58",9.67475112,"Salt Lake","Utah",1387,NA,"Uni"
"2273","McDonalds","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.73638,-111.88778,NA,"SLV-15-018",NA,-6,"30-04-15 10:25",2015,"spring","april",NA,-119.98,-16.07,0.27,0.06,"SPATIAL","p58",8.58,"Salt Lake","Utah",1296,NA,"Uni"
"2274","Love's","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.76994,-111.94006,NA,"SLV-15-024",NA,-6,"30-04-15 10:30",2015,"spring","april",NA,-118,-15.83,0.1,0.04,"SPATIAL","p58",8.64,"Salt Lake","Utah",1289,NA,"Uni"
"2275","Taco Time","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.75162,-111.88879,NA,"SLV-15-019",NA,-6,"30-04-15 10:30",2015,"spring","april",NA,-117.43,-15.75,0.12,0.03,"SPATIAL","p58",8.57,"Salt Lake","Utah",1293,NA,"Uni"
"2276","Burger King","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.62124,-111.87174,NA,"SLV-15-118",NA,-6,"30-04-15 10:33",2015,"spring","april",NA,-118.6659221,-15.9602443,0.045492533,0.008357299,"SPATIAL","p58",9.0160323,"Salt Lake","Utah",1369,NA,"Uni"
"2277","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.62662,-111.89046,NA,"SLV-15-119",NA,-6,"30-04-15 10:37",2015,"spring","april",NA,-117.5545681,-15.50685606,0.297211345,0.093136908,"SPATIAL","p58",6.50028038,"Salt Lake","Utah",1341,NA,"Uni"
"2278","Shilo Inn","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.76474,-111.89454,NA,"SLV-15-020",NA,-6,"30-04-15 10:37",2015,"spring","april",NA,-119.32,-16.11,0.21,0.03,"SPATIAL","p58",9.56,"Salt Lake","Utah",1323,NA,"Uni"
"2279","Hilton","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.77306,-112.00953,NA,"SLV-15-025",NA,-6,"30-04-15 10:45",2015,"spring","april",NA,-119.34,-15.58,0.12,0.02,"SPATIAL","p58",5.3,"Salt Lake","Utah",1293,NA,"Uni"
"2280","Holiday","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.61474,-111.89034,NA,"SLV-15-120",NA,-6,"30-04-15 10:45",2015,"spring","april",NA,-119.7120534,-15.92760441,0.126846095,0.019714225,"SPATIAL","p58",7.70878188,"Salt Lake","Utah",1341,NA,"Uni"
"2281","Chevron","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.78288,-111.8992,NA,"SLV-15-021",NA,-6,"30-04-15 10:46",2015,"spring","april",NA,-121.03,-16.37,0.17,0.02,"SPATIAL","p58",9.93,"Salt Lake","Utah",1485,NA,"Uni"
"2282","Sinclair","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.60481,-111.89039,NA,"SLV-15-121",NA,-6,"30-04-15 10:50",2015,"spring","april",NA,-119.6446502,-15.9479933,0.067008725,0.014442549,"SPATIAL","p58",7.9392962,"Salt Lake","Utah",1350,NA,"Uni"
"2283","Quality Kwik Store","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.789448,-111.916326,NA,"SLV-15-022",NA,-6,"30-04-15 10:54",2015,"spring","april",NA,-117.86,-15.77,0.18,0.04,"SPATIAL","p58",8.3,"Salt Lake","Utah",1360,NA,"Uni"
"2284","Maverick","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.741431,-111.982846,NA,"SLV-15-026",NA,-6,"30-04-15 11:00",2015,"spring","april",NA,-118.98,-15.54,0.04,0.02,"SPATIAL","p58",5.34,"Salt Lake","Utah",1294,NA,"Uni"
"2285","Northwest Middle School","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.80608,-111.9398,NA,"SLV-15-023",NA,-6,"30-04-15 11:00",2015,"spring","april",NA,-118.77,-16.03,0.16,0.02,"SPATIAL","p58",9.47,"Salt Lake","Utah",1300,NA,"Uni"
"2286","Subway","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.59,-111.89,NA,"SLV-15-122",NA,-6,"30-04-15 11:01",2015,"spring","april",NA,-118.2906481,-15.74274548,0.044424486,0.013160728,"SPATIAL","p58",7.65131574,"Salt Lake","Utah",1350,NA,"Uni"
"2287","Chevron","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.72999,-111.98827,NA,"SLV-15-027",NA,-6,"30-04-15 11:05",2015,"spring","april",NA,-118.96,-15.5,0.11,0.03,"SPATIAL","p58",5.04,"Salt Lake","Utah",1295,NA,"Uni"
"2288","Holiday","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.65249,-111.9677,NA,"SLV-15-056",NA,-6,"30-04-15 11:07",2015,"spring","april",NA,-119.15,-15.56,0.08,0.03,"SPATIAL","p58",5.33,"Salt Lake","Utah",1358,NA,"Uni"
"2289","Tesoro/Chevron","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.58028,-111.87179,NA,"SLV-15-123",NA,-6,"30-04-15 11:07",2015,"spring","april",NA,-117.554311,-15.93713766,0.064612858,0.038229368,"SPATIAL","p58",9.94279028,"Salt Lake","Utah",1413,NA,"Uni"
"2290","Maverick","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.72871,-111.96781,NA,"SLV-15-028",NA,-6,"30-04-15 11:12",2015,"spring","april",NA,-118.53,-15.48,0.17,0.03,"SPATIAL","p58",5.31,"Salt Lake","Utah",1295,NA,"Uni"
"2291","Shell","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.55836,-111.87167,NA,"SLV-15-124",NA,-6,"30-04-15 11:14",2015,"spring","april",NA,-117.7413599,-15.92832197,0.066066694,0.012996691,"SPATIAL","p58",9.68521586,"Salt Lake","Utah",1412,NA,"Uni"
"2292","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.65251,-112.00244,NA,"SLV-15-057",NA,-6,"30-04-15 11:15",2015,"spring","april",NA,-118.65,-15.48,0.06,0.03,"SPATIAL","p58",5.19,"Salt Lake","Utah",1382,NA,"Uni"
"2293","Holiday","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.65275,-112.02541,NA,"SLV-15-058",NA,-6,"30-04-15 11:18",2015,"spring","april",NA,-118.36,-15.46,0.13,0.07,"SPATIAL","p58",5.32,"Salt Lake","Utah",1417,NA,"Uni"
"2294","Maverick","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.54414,-111.87157,NA,"SLV-15-125",NA,-6,"30-04-15 11:19",2015,"spring","april",NA,-116.5597852,-15.55477237,0.086739176,0.026185373,"SPATIAL","p58",7.87839376,"Salt Lake","Utah",1412,NA,"Uni"
"2295","Maverick","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.65366,-112.02544,NA,"SLV-15-059",NA,-6,"30-04-15 11:20",2015,"spring","april",NA,-119.16,-15.53,0.17,0.02,"SPATIAL","p58",5.08,"Salt Lake","Utah",1417,NA,"Uni"
"2296","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.72049,-111.93855,NA,"SLV-15-029",NA,-6,"30-04-15 11:20",2015,"spring","april",NA,-127,-17.12,0.11,0.01,"SPATIAL","p58",9.03,"Salt Lake","Utah",1295,NA,"Uni"
"2297","Storm Mtn Park","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.54389,-111.8633,NA,"SLV-15-126",NA,-6,"30-04-15 11:22",2015,"spring","april",NA,-118.0333009,-15.91644824,0.071901919,0.015103501,"SPATIAL","p58",9.29828502,"Salt Lake","Utah",1340,NA,"Uni"
"2298","Wendy's","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.63803,-112.02598,NA,"SLV-15-060",NA,-6,"30-04-15 11:25",2015,"spring","april",NA,-118.75,-15.46,0.15,0.02,"SPATIAL","p58",4.93,"Salt Lake","Utah",1454,NA,"Uni"
"2299","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.69632,-111.9395,NA,"SLV-15-030",NA,-6,"30-04-15 11:26",2015,"spring","april",NA,-119.68,-15.59,0.04,0.04,"SPATIAL","p58",5.04,"Salt Lake","Utah",1297,NA,"Uni"
"2300","Bell Canyon Park","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.54488,-111.84194,NA,"SLV-15-127",NA,-6,"30-04-15 11:28",2015,"spring","april",NA,-117.9066881,-15.84048176,0.030820525,0.032903455,"SPATIAL","p58",8.81716598,"Salt Lake","Utah",1446,NA,"Uni"
"2301","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.63906,-112.00577,NA,"SLV-15-061",NA,-6,"30-04-15 11:31",2015,"spring","april",NA,-118.68,-15.47,0.06,0.03,"SPATIAL","p58",5.08,"Salt Lake","Utah",1410,NA,"Uni"
"2302","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.6681,-111.9392,NA,"SLV-15-031",NA,-6,"30-04-15 11:32",2015,"spring","april",NA,-124.14,-16.69,0.14,0.05,"SPATIAL","p58",9.38,"Salt Lake","Utah",1316,NA,"Uni"
"2303","Big O","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.52748,-111.86145,NA,"SLV-15-128",NA,-6,"30-04-15 11:35",2015,"spring","april",NA,-117.0482866,-15.66251351,0.407204093,0.15007614,"SPATIAL","p58",8.25182148,"Salt Lake","Utah",1340,NA,"Uni"
"2304","Holiday","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.63899,-111.96679,NA,"SLV-15-062",NA,-6,"30-04-15 11:38",2015,"spring","april",NA,-119.15,-15.54,0.04,NA,"SPATIAL","p58",5.17,"Salt Lake","Utah",1379,NA,"Uni"
"2305","Conoco","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.66741,-111.97648,NA,"SLV-15-032",NA,-6,"30-04-15 11:42",2015,"spring","april",NA,-118.79,-15.52,0.12,0.04,"SPATIAL","p58",5.37,"Salt Lake","Utah",1358,NA,"Uni"
"2306","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.5265,-111.87182,NA,"SLV-15-129",NA,-6,"30-04-15 11:42",2015,"spring","april",NA,-117.0362963,-15.58521063,0.087391515,0.017747305,"SPATIAL","p58",7.64538874,"Salt Lake","Utah",1340,NA,"Uni"
"2307","Shell","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.60985,-111.96679,NA,"SLV-15-063",NA,-6,"30-04-15 11:44",2015,"spring","april",NA,-118.87,-15.51,0.07,0.01,"SPATIAL","p58",5.21,"Salt Lake","Utah",1382,NA,"Uni"
"2308","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.60988,-111.95737,NA,"SLV-15-064",NA,-6,"30-04-15 11:47",2015,"spring","april",NA,-118.56,-15.34,0.23,0.07,"SPATIAL","p58",4.16,"Salt Lake","Utah",1355,NA,"Uni"
"2309","Maverick","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.66788,-112.00627,NA,"SLV-15-033",NA,-6,"30-04-15 11:48",2015,"spring","april",NA,-118.95,-15.54,0.07,0.01,"SPATIAL","p58",5.37,"Salt Lake","Utah",1382,NA,"Uni"
"2310","SPATIAL Lab","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.766641,-111.848071,NA,"SLV-15-147",NA,-6,"30-04-15 11:51",2015,"spring","april",NA,-117.7219744,-15.65291714,0.14138124,0.027033653,"SPATIAL","p58",7.50136272,"Salt Lake","Utah",1476,NA,"Uni"
"2311","Sinclair","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.60987,-111.93849,NA,"SLV-15-065",NA,-6,"30-04-15 11:53",2015,"spring","april",NA,-118.85,-15.51,0.08,0.02,"SPATIAL","p58",5.23,"Salt Lake","Utah",1332,NA,"Uni"
"2312","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.68161,-112.04436,NA,"SLV-15-034",NA,-6,"30-04-15 11:56",2015,"spring","april",NA,-123.54,-16.24,0.16,0.03,"SPATIAL","p58",6.38,"Salt Lake","Utah",1377,NA,"Uni"
"2313","West Village","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.75411,-111.83633,NA,"SLV-15-148",NA,-6,"30-04-15 11:58",2015,"spring","april",NA,-116.7121652,-15.48536479,0.119578744,0.020919879,"SPATIAL","p58",7.17075312,"Salt Lake","Utah",1382,NA,"Uni"
"2314","Maverick","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.6104,-111.91079,NA,"SLV-15-066",NA,-6,"30-04-15 12:01",2015,"spring","april",NA,-119.02,-15.79,0.07,0.02,"SPATIAL","p58",7.3,"Salt Lake","Utah",1325,NA,"Uni"
"2315","Shell","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.68183,-112.02539,NA,"SLV-15-035",NA,-6,"30-04-15 12:04",2015,"spring","april",NA,-118.87,-15.48,0.13,0.05,"SPATIAL","p58",4.97,"Salt Lake","Utah",1357,NA,"Uni"
"2316","Holiday","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.62152,-111.90962,NA,"SLV-15-067",NA,-6,"30-04-15 12:05",2015,"spring","april",NA,-119.16,-15.82,0.13,0.05,"SPATIAL","p58",7.4,"Salt Lake","Utah",1325,NA,"Uni"
"2317","Prostop","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.49896,-111.88444,NA,"SLV-15-133",NA,-6,"30-04-15 12:05",2015,"spring","april",NA,-117.410647,-15.76595176,0.061117043,0.026016241,"SPATIAL","p58",8.71696708,"Salt Lake","Utah",1460,NA,"Uni"
"2318","Holiday","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.68167,-112.00659,NA,"SLV-15-036",NA,-6,"30-04-15 12:08",2015,"spring","april",NA,-118.79,-15.47,0.05,0.03,"SPATIAL","p58",4.97,"Salt Lake","Utah",1338,NA,"Uni"
"2319","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.48592,-111.88457,NA,"SLV-15-134",NA,-6,"30-04-15 12:09",2015,"spring","april",NA,-119.1033377,-15.59920887,0.093218217,0.028137458,"SPATIAL","p58",5.69033326,"Salt Lake","Utah",1460,NA,"Uni"
"2320","Shell","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.68253,-111.98697,NA,"SLV-15-037",NA,-6,"30-04-15 12:11",2015,"spring","april",NA,-118.98,-15.52,0.05,0.02,"SPATIAL","p58",5.18,"Salt Lake","Utah",1338,NA,"Uni"
"2321","Holiday","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.68181,-111.968,NA,"SLV-15-038",NA,-6,"30-04-15 12:15",2015,"spring","april",NA,-118.72,-15.5,0.15,0.02,"SPATIAL","p58",5.28,"Salt Lake","Utah",1323,NA,"Uni"
"2322","Phillips 66","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.58734,-111.95817,NA,"SLV-15-068",NA,-6,"30-04-15 12:17",2015,"spring","april",NA,-118.89,-15.48,0.13,0.03,"SPATIAL","p58",4.95,"Salt Lake","Utah",1362,NA,"Uni"
"2323","Chevron","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.58733,-111.98586,NA,"SLV-15-069",NA,-6,"30-04-15 12:22",2015,"spring","april",NA,-118.45,-15.32,0.02,0.02,"SPATIAL","p58",4.11,"Salt Lake","Utah",1426,NA,"Uni"
"2324","Maverick","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.71163,-111.96703,NA,"SLV-15-039",NA,-6,"30-04-15 12:23",2015,"spring","april",NA,-129.57,-17.29,0.23,0.04,"SPATIAL","p58",8.75,"Salt Lake","Utah",1301,NA,"Uni"
"2325","Wendy's","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.69637,-111.96647,NA,"SLV-15-040",NA,-6,"30-04-15 12:26",2015,"spring","april",NA,-119.59,-15.68,0.1,0.04,"SPATIAL","p58",5.85,"Salt Lake","Utah",1301,NA,"Uni"
"2326","KFC","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.69633,-111.98285,NA,"SLV-15-041",NA,-6,"30-04-15 12:36",2015,"spring","april",NA,-118.83,-15.47,0.05,0.03,"SPATIAL","p58",4.93,"Salt Lake","Utah",1301,NA,"Uni"
"2327","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.53994,-112.01465,NA,"SLV-15-070",NA,-6,"30-04-15 12:36",2015,"spring","april",NA,-118.73,-15.5,0.11,0.03,"SPATIAL","p58",5.27,"Salt Lake","Utah",1471,NA,"Uni"
"2328","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.69625,-112.00626,NA,"SLV-15-042",NA,-6,"30-04-15 12:38",2015,"spring","april",NA,-118.76,-15.36,0.12,0.04,"SPATIAL","p58",4.12,"Salt Lake","Utah",1305,NA,"Uni"
"2329","Maverick","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.52277,-112.00062,NA,"SLV-15-072",NA,-6,"30-04-15 12:44",2015,"spring","april",NA,-120.77,-15.6,0.04,0.04,"SPATIAL","p58",4.03,"Salt Lake","Utah",1440,NA,"Uni"
"2330","Holiday","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.69623,-112.04429,NA,"SLV-15-043",NA,-6,"30-04-15 12:48",2015,"spring","april",NA,-119.11,-15.53,0.03,0.01,"SPATIAL","p58",5.13,"Salt Lake","Utah",1311,NA,"Uni"
"2331","Carl's Jr","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.56132,-111.89018,NA,"SLV-15-135",NA,-6,"30-04-15 12:51",2015,"spring","april",NA,-117.4981383,-15.81041531,0.048658731,0.012462066,"SPATIAL","p58",8.98518418,"Salt Lake","Utah",1365,NA,"Uni"
"2332","Domino's Pizza","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.69677,-112.05783,NA,"SLV-15-044",NA,-6,"30-04-15 12:51",2015,"spring","april",NA,-124.52,-16.45,0.15,0.02,"SPATIAL","p58",7.08,"Salt Lake","Utah",1309,NA,"Uni"
"2333","McDonalds","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.50857,-112.01044,NA,"SLV-15-073",NA,-6,"30-04-15 12:51",2015,"spring","april",NA,-119.15,-15.45,0.07,0.02,"SPATIAL","p58",4.45,"Salt Lake","Utah",1476,NA,"Uni"
"2334","Seven Eleven","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.69617,-112.06352,NA,"SLV-15-045",NA,-6,"30-04-15 12:53",2015,"spring","april",NA,-96.89,-11.42,0.1,0.02,"SPATIAL","p58",-5.53,"Salt Lake","Utah",1309,NA,"Uni"
"2335","Chevron","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.51398,-112.025,NA,"SLV-15-074",NA,-6,"30-04-15 12:57",2015,"spring","april",NA,-119.18,-15.46,0.06,0.02,"SPATIAL","p58",4.5,"Salt Lake","Utah",1476,NA,"Uni"
"2336","McDonalds","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.6956,-112.09211,NA,"SLV-15-046",NA,-6,"30-04-15 12:59",2015,"spring","april",NA,-115.98,-14.86,0.06,0.04,"SPATIAL","p58",2.9,"Salt Lake","Utah",1320,NA,"Uni"
"2337","Draper","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.48532,-111.88387,NA,"2780",NA,NA,"1/5/2015",2015,"spring","may",NA,-117.31,-15.68,NA,NA,"Tipple","Tipple",8.13,"Salt Lake","Utah",1460,NA,"Uni"
"2338","Draper","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.48665,-111.92691,NA,"2781",NA,NA,"1/5/2015",2015,"spring","may",NA,-117.23,-15.65,NA,NA,"Tipple","Tipple",7.97,"Salt Lake","Utah",1353,NA,"Uni"
"2339","Bluffdale","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.48933,-111.94077,NA,"2782",NA,NA,"1/5/2015",2015,"spring","may",NA,-118.91,-15.49,NA,NA,"Tipple","Tipple",5.01,"Salt Lake","Utah",1353,NA,"Uni"
"2340","Bluffdale","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.49048,-111.95137,NA,"2783",NA,NA,"1/5/2015",2015,"spring","may",NA,-118.84,-15.47,NA,NA,"Tipple","Tipple",4.92,"Salt Lake","Utah",1369,NA,"Uni"
"2341","Draper","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.49086,-111.87235,NA,"2779",NA,NA,"1/5/2015",2015,"spring","may",NA,-117.31,-15.7,NA,NA,"Tipple","Tipple",8.29,"Salt Lake","Utah",1552,NA,"Uni"
"2342","Riverton","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.50089,-111.97761,NA,"2784",NA,NA,"1/5/2015",2015,"spring","may",NA,-111.05,-13.99,NA,NA,"Tipple","Tipple",0.87,"Salt Lake","Utah",1412,NA,"Uni"
"2343","Draper","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.50677,-111.84499,NA,"2778",NA,NA,"1/5/2015",2015,"spring","may",NA,-116.93,-15.64,NA,NA,"Tipple","Tipple",8.19,"Salt Lake","Utah",1477,NA,"Uni"
"2344","Riverton","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.50744,-111.97805,NA,"2785",NA,NA,"1/5/2015",2015,"spring","may",NA,-111.09,-13.99,NA,NA,"Tipple","Tipple",0.83,"Salt Lake","Utah",1394,NA,"Uni"
"2345","Riverton","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.51699,-111.96032,NA,"2786",NA,NA,"1/5/2015",2015,"spring","may",NA,-108.59,-13.59,NA,NA,"Tipple","Tipple",0.13,"Salt Lake","Utah",1366,NA,"Uni"
"2346","Draper","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.52439,-111.85413,NA,"2777",NA,NA,"1/5/2015",2015,"spring","may",NA,-116.91,-15.66,NA,NA,"Tipple","Tipple",8.37,"Salt Lake","Utah",1408,NA,"Uni"
"2347","Sandy","1.06","Salt Lake City","Salt Lake City_Ap-May-15",40.54467,-111.84183,NA,"2776",NA,NA,"1/5/2015",2015,"spring","may",NA,-116.8,-15.74,NA,NA,"Tipple","Tipple",9.12,"Salt Lake","Utah",1446,NA,"Uni"
